idcode	birth_yr88	age88	race88	grade88	not_smsa88	south88	ttl_exp88	tenure88	hours88	ln_wage88
1	51	37	2	12	0	0	10.33333	5.333333	48	2.462927
2	51	37	2	12	0	0	13.62179	5.25	40	1.856449
3	45	42	2	12	0	0	17.73077	1.25	40	1.612777
4	45	43	1	17	0	0	13.21154	1.75	42	2.200974
5										
6	46	42	1	12	0	0	17.82051	17.75	48	2.089854
7	49	39	1	12	0	0	7.326923	2.25	30	1.532477
9	51	37	1	12	0	0	19.04487	19	40	2.350531
10										
12	47	40	1	18	0	0	15.55769	14.16667	45	2.845265
13	47	40	1	14	0	0	14.25	5.5	8	2.57137
14	47	40	1	15	0	0	7.384615	2.25	50	2.047121
15	48	39	1	16	0	0	15.76923	8.416667	16	2.82111
16	48	40	1	15	0	0	16.38461	13.83333	40	2.739748
17										
18	48	40	1	15	0	0	7.75	7.75	40	1.655079
19	48	40	1	15	0	0	14.21154	5.583333	40	2.318559
20	48	39	1	15	0	0	15.85897	4.666667	4	2.268184
21										
22	47	41	1	15	0	0	15.01282	3	32	2.203645
23	46	42	1	15	1	0	15.34616	8.083333	45	2.085862
24	46	41	1	14	0	0	16.46795	3.416667	24	2.406495
25	46	42	1	14	0	0	17.75	5.416667	40	2.259815
26										
27										
29										
30										
33										
35										
36	51	37	1	12	0	0	15.9359	.9166667	40	1.430455
37										
38										
39	43	44	1	16	0	0	8.839744	7.916667	40	2.281429
40										
41										
43										
44	47	41	1	18	0	0	16.20513	3.5	35	3.348382
45	52	35	1	12	0	0	17.25	17.25	38	2.320934
46	44	44	1	18	0	0	5.544872	2.916667	25	1.115643
47	52	35	1	12	0	0	8.737179	.75	40	1.260325
48	52	35	1	15	0	0	5.557693	.3333333	40	1.766927
49										
50	52	36	1	16	0	0	9.423077	6.416667	45	3.576036
51	50	38	1	12	0	0	10.26923	3.25	18	1.488025
53										
54	48	40	1	12	0	0	10.39744	.75	55	1.615858
55										
56										
57	45	42	1	12	0	0	12.84615	7.25	40	1.754576
58										
59										
60										
61										
62	50	38	1	10	1	0	7.365385	5.916667	40	1.631732
63	44	44	1	15	0	0	10.38461	2.083333	18	3.225279
64	50	38	1	12	0	0	7.384615	3.333333	30	1.482555
65										
66	48	39	1	13	0	0	11.48077	9.75	9	1.549718
67	47	40	1	15	1	0	11.03846	3.166667	24	2.085862
68										
69										
70	52	36	1	13	1	0	16.08333	16.08333	38	2.817749
71	53	34	1	12	1	0	10.5	2.5	38	1.744779
72	52	36	1	12	0	0	9.442307	1.083333	40	2.009313
73	51	36	1	14	1	0	14.44231	.5	40	1.915963
75	49	39	2	11	1	0	14.5	9.333333	40	2.525729
76										
77										
78	47	40	1	12	0	0	16.32692	9.083333	35	2.87341
79										
80	42	45	1	14	0	0	5.717949	0	8	2.491327
81										
82										
83										
84										
85	50	38	1	11	0	0	6.192307	1.5	40	2.241385
86	44	44	1	17	0	0	16.26923	1.25	44	2.578115
87										
88										
89										
91										
92										
93										
94										
95										
96										
97										
98										
99										
100										
103	51	36	1	18	0	0	9.833333	0	35	2.403588
104	47	41	1	17	0	0	8.948718	2.75	18	1.320144
105	47	41	1	16	0	0	8.788462	5.583333	8	1.392715
106	49	38	2	12	0	1	17.41667	17.41667	40	2.382999
107	44	43	2	8	0	0	7.544871	1.083333	40	1.469676
108	47	41	2	12	0	0	5.083333	5.083333	38	3.745113
109										
110	42	45	1	12	0	0	6.660256	2.583333	20	1.549718
111										
112										
114										
115										
117										
118										
119										
120										
121	48	39	2	12	0	0	20.69872	20.66667	38	2.274828
122										
123	47	41	3	6	0	0	7.320513	.75	37	1.06421
124										
125										
126	48	39	2	12	0	0	19.75	19.75	40	2.309006
127										
128	52	36	1	12	0	0	19.03205	19	40	2.142242
129	44	43	1	12	0	0	14.23077	10.16667	37	2.139402
130	45	43	1	12	0	0	6.153846	.6666667	40	1.722831
131	47	41	1	12	0	0	12.26282	.25	38	1.441505
132	51	36	1	10	0	0	10.24359	2.666667	43	1.726326
133										
134	46	42	1	12	0	0	6.128205	1.5	30	1.535949
135										
136										
137	52	36	2	17	0	0	9.833333	9.833333	30	2.739748
138										
139	44	44	2	9	0	0	8.5	8.5	35	1.575037
141	45	43	1	14	0	0	12.91026	1.166667	40	3.693819
142	45	43	1	18	0	0	15.11538	5.75	40	2.739748
143	51	37	1	15	0	0	7.076923	.5833333	40	2.305924
144	44	43	1	10	0	1	14.32692	.3333333	40	1.287354
145										
146										
147	47	40	1	12	0	0	7.666667	3.083333	20	2.229962
149										
150										
151										
152	51	37	1	18	0	0	13.67308	4.833333	50	2.324091
153										
156										
158										
159	51	36	1	11	0	0	17.39744	17.33333	37	2.303389
160										
161										
162										
163										
164										
165										
166	49	38	1	14	0	0	10.60256	1.083333	4	1.441505
167	50	37	1	13	1	1	16.98077	7.5	25	1.575037
168	47	41	1	17	0	1	11.30128	3.833333	40	2.047121
169	52	36	1	16	0	0	14.83333	14.83333	37	2.287169
170										
171										
172	43	44	1	15	0	0	17.83333	3.416667	30	2.385967
173	45	43	2	12	0	0	11.50641	2.916667	35	1.169571
174	44	43	1	12	0	0	20.28846	19.83333	35	3.827351
175										
176	50	38	2	12	0	0	12.84615	3.5	40	2.099765
177										
178										
180										
181										
182										
183	45	43	1	12	0	0	17.1218	13.25	40	2.134652
184	46	41	1	12	0	0	13.78846	12.08333	40	2.115421
185										
186										
187										
188	46	41	1	12	0	0	13.26923	8.416667	40	2.269849
189										
190										
191										
192										
193										
194										
195	52	36	1	12	0	0	12.80128	2.166667	40	1.511386
196										
198										
199										
200										
201										
202	52	36	1	14	1	1	11.55128	.25	30	1.207312
203	46	41	1	11	0	1	19.00641	3.166667	24	2.134652
204	50	38	2	10	0	0	5.596154	4	40	1.79818
205										
206	51	37	1	14	0	0	10.33333	1.333333	18	2.334283
207	50	38	2	18	0	0	13.26923	2.083333	50	2.451893
208										
209										
210	50	37	2	11	0	0	15.64103	10.91667	40	1.612777
211										
212										
213	44	43	1	10	0	0	16.90385	14.41667	40	1.862719
214										
215	51	36	1	16	0	0	15.85256	3.75	40	1.615858
216										
217										
218	52	35	1	12	1	0	10.11538	2.083333	38	1.575037
219	53	35	1	13	0	0	16.85897	8.916667	40	2.404316
220										
221	47	40	1	16	0	0	9.256411	1.833333	35	2.118329
222										
223	50	37	1	16	0	0	15.91667	8.75	40	2.57137
224	49	38	1	13	0	0	10.78846	4.666667	40	1.727757
225	52	35	1	16	0	0	16.69231	15.75	45	2.530548
226	53	34	1	16	0	1	7.692307	6.666667	40	1.899532
227	46	42	1	15	0	1	18.78846	1.333333	40	1.729187
228	46	42	1	16	0	1	4.980769	.3333333	15	1.392715
229										
230										
231	45	42	1	16	0	0	10.58974	9.833333	30	2.894122
232										
233	52	36	1	16	1	0	13.92308	13.91667	40	1.758746
235										
236	52	36	1	18	0	0	9.480769	3.75	20	3.205257
237	51	36	1	17	0	0	12.09615	1.75	40	1.976047
238										
239										
242	48	39	1	12	0	0	15.30128	8.75	24	1.546294
243	52	35	1	18	0	0	17.49359	8.583333	40	2.541386
244	52	36	1	13	1	1	16.26923	11.25	40	2.258133
245	52	36	1	15	0	0	9.846154	1	40	1.823198
246										
247										
250	44	44	1	18	0	1	9.064103	3.916667	50	2.03877
251										
252										
253										
254	49	39	1	12	0	1	16.30769	9.75	40	2.283072
255	42	45	2	14	0	0	24.75	24.75	40	1.392715
256										
257	49	38	2	16	0	1	11.65385	2.75	40	2.451893
258										
259										
260	50	38	1	12	0	0	10.8718	2.5	40	1.940836
261	46	41	1	12	0	0	5.365384	2.833333	40	1.449095
262	43	44	1	14	0	1	14.57692	1.25	40	1.506043
263										
264										
265	44	44	1	14	0	1	11.01923	.75	40	2.22214
266										
267										
268										
269	48	40	1	16	0	0	7.653846	1.75	14	1.19913
270	50	38	1	16	0	0	16.44872	10.66667	40	2.085862
271	51	36	1	11	0	0	11.33333	11.33333	40	1.631732
272										
273	46	42	1	12	0	0	9.019231	.3333333	20	1.267936
275	49	38	1	10	0	0	7.480769	1	16	.0049397
276	53	35	1	12	0	0	16.16667	16.16667	22	1.990452
278										
279	53	35	1	16	0	0	15.55769	6.25	55	2.291656
280										
282										
283										
284										
285	49	38	1	13	0	0	10.10256	2.583333	50	1.77252
286										
287	46	41	1	12	0	0	5.519231	.75	15	1.581681
288										
289	43	44	1	12	1	0	19.13461	.75	46	1.029977
290										
291	45	42	1	12	0	0	7.596154	4.583333	40	1.115744
292										
293										
294	53	34	1	12	0	0	15.60897	1.75	30	1.729187
296	44	44	1	12	0	0	15.23077	11.41667	32	2.175702
297										
298	50	37	1	16	0	1	12.07051	2.25	40	3.14608
299	47	41	2	16	0	0	12.15385	6.75	38	2.503255
300										
301	50	38	1	18	0	0	14.90385	6.5	40	2.562716
302										
303										
304										
305	48	40	1	16	0	0	15.80769	15.5	40	2.759316
306	51	37	1	14	0	0	16.83333	13.41667	40	1.940836
307	53	35	1	12	0	0	13.83333	2.333333	22	1.479015
308	51	37	1	18	0	0	14.17308	.75	50	2.411284
309										
311	47		1	14	0	1	17.57692		60	2.334283
312	52	36	1	15	0	0	9.653846	.6666667	16	2.268184
313										
314										
315	50	38	1	16	0	0	14.88461	1.5	50	3.39203
316										
318										
