idcode	birth_yr70	age70	race70	grade70	not_smsa70	south70	ttl_exp70	tenure70	hours70	ln_wage70
1	51	18	2	12	0	0	1.083333	.0833333	20	1.451214
2										
3	45	24	2	12	0	0	2.423077	.5	40	1.451214
4	45	24	1	17	0	0	2.25	1.416667	35	2.2885
5	45	24	1	12	0	0	3.076923	1.916667	40	1.820858
6	46	23	1	12	0	0	1.038462	1	40	1.479384
7	49	21	1	12	0	0	3.057692	2.75	40	1.539446
9	51	18	1	12	0	0	.8076923	.6666667	40	1.472237
10	51	18	1	10	0	0	1.455128	1.416667	40	1.461484
12										
13	47	22	1	14	0	0	2.019231	.5833333	40	1.952854
14										
15										
16	48	21	1	15	0	0	.5192308	.5	40	2.043247
17	48	21	1	15	0	0	.5192308	.5	40	2.000029
18										
19	48	21	1	15	0	0	.5	.5	40	2.01878
20	48	21	1	15	0	0	.5	.5	40	2.01878
21	48	21	1	15	1	0	.3846154	.3333333	40	1.907555
22	47	22	1	15	0	0	1.423077	1.416667	40	1.971228
23										
24	46	23	1	14	0	0	2.621795	1.666667	40	2.000029
25	46	24	1	14	0	0	2.538462	2.5	40	2.043247
26	44	25	1	14	0	0	2.538462	2.5	40	2.043247
27	46	24	1	14	0	0	2.455128	2.333333	40	2.168054
29	48	21	1	13	0	0	1.346154	1	40	1.728845
30	50	19	1	8	0	0	2.666667	2.666667	40	1.479384
33										
35										
36	51	18	1	12	0	0	2.647436	2	5	1.767067
37	48	22	1	12	0	0	2.397436	1.166667	40	1.297063
38	44	25	1	12	0	0	3.5	2.5	40	1.754488
39										
40										
41	47	22	1	12	0	0	1.608974	.75	40	1.196955
43										
44										
45										
46										
47										
48										
49	47	23	1	12	0	0	2.384615	1.666667	35	1.854256
50										
51	50	19	1	12	0	0	1.211538	.25	20	1.657066
53										
54										
55	44	26	1	12	0	0	2.961538	2	40	1.687865
56										
57	45	24	1	12	0	0	.8846154	.0833333	16	1.422226
58										
59										
60	52	18	1	12	0	0	1.519231	1.5	35	1.607104
61										
62	50	19	1	10	0	0	1.365385	.3333333	15	1.361601
63	44	25	1	15	0	0	1.980769	.9166667	40	2.124158
64	50	19	1	12	0	0	2.942308	2.166667	13	1.819817
65	45	24	1	15	0	0	2.442308	1.833333	24	2.029431
66	48	21	1	13	0	1	2	1.75	36	1.543923
67	47	22	1	15	0	1	1.5	1.166667	40	2.087567
68										
69	49	20	1	12	1	0	2.230769	1.416667	38	1.693599
70										
71										
72										
73										
75	49	20	2	11	1	0	1.365385	1.25	40	1.439625
76										
77	53	16	2	10	1	0	.2115385	.1666667	35	1.153962
78										
79										
80										
81										
82	47	22	1	12	0	0	2.557692	1.75	35	2.075938
83										
84										
85	50	20	1	11	0	0	1	1	20	1.521732
86										
87	46	23	1	17	0	0	2.75	1.333333	14	2.345551
88										
89	48	22	1	14	0	0	.7692308	.4166667	38	2.217479
91										
92										
93										
94	45	24	2	10	0	0	1.038462	.1666667	60	.9685591
95	50	19	2	11	0	0	2.115385	.5	48	1.235188
96										
97										
98	47	22	2	11	0	0	3.115385	2.083333	38	1.70496
99	50	19	2	12	0	0	.3846154	.25	35	1.893617
100										
103										
104										
105										
106										
107	44	25	2	8	0	0	1.679487	1	40	1.329853
108	47	23	2	12	0	0	.1923077		40	1.316302
109										
110										
111										
112	52	17	2	11	0	0	.5384616	.4166667	40	1.361601
114	50	20	2	12	0	0	1.769231	.25	40	1.479384
115	51	18	2	12	0	0	1.564103	1	38	1.468211
117										
118										
119										
120										
121	48	21	2	12	0	0	2.846154	2.25	40	1.657229
122										
