idcode	birth_yr78	age78	race78	grade78	not_smsa78	south78	ttl_exp78	tenure78	hours78	ln_wage78
1	51	26	2	12	0	0	3.852564	.0833333	52	2.493976
2	51	26	2	12	0	0	4.211538	3.666667	40	1.68991
3	45	32	2	12	0	0	7.980769	3.416667	40	1.566635
4										
5	45	32	1	12	0	0	7.846154	.3333333	40	2.070492
6	46	31	1	12	0	0	7.435897	7.416667	40	1.982733
7										
9	51	26	1	12	0	0	8.641026	8.583333	40	2.114099
10	51	26	1	10	0	0	3.634615	.0833333	40	1.416566
12										
13	47	30	1	14	0	0	5.519231	.9166667	20	2.125834
14										
15	48	29	1	16	0	0	7.538462	2.833333	40	2.340595
16	48	29	1	15	0	0	6.326923	3.416667	40	2.01862
17										
18										
19	48	29	1	15	0	0	5.057692	.9166667	12	1.780994
20	48	29	1	15	0	0	6.493589	6.416667	16	1.990396
21										
22	47	30	1	15	0	0	5.858974	3.083333	24	2.056841
23										
24	46	31	1	14	0	0	6.352564	1.416667	16	1.857954
25	46	32	1	14	0	0	7.807693	4.5	24	2.115784
26										
27										
29										
30										
33										
35										
36	51	26	1	12	0	0	8.589744	1.666667	56	2.321949
37										
38										
39										
40										
41										
43										
44	47	31	1	18	0	0	6.108974	.4166667	35	2.476491
45	52	25	1	12	0	0	6.916667	6.916667	38	2.21354
46										
47										
48										
49										
50										
51	50	27	1	12	0	0	3.730769	.4166667	16	1.250366
53										
54										
55	44	34	1	12	0	0	7.583333	.4166667	22	1.289586
56	49	29	1	12	0	0	1.423077	.8333333	40	2.237547
57	45	32	1	12	0	0	5.057693	4.416667	20	1.838153
58										
59	48	29	1	12	0	0	2.057692	.25	29	1.321256
60	52	25	1	12	0	0	6.057692	1	12	1.503577
61										
62										
63										
64										
65										
66	48	29	1	13	0	0	2.346154	.3333333	20	1.345676
67										
68										
69										
70										
71										
72										
73	51	26	1	14	1	0	5.596154	3.833333	40	1.780994
75										
76										
77	53	24	2	10	1	0	.9038461	.6666667	33	1.725356
78	47	30	1	12	0	0	6.153846	1.083333	35	2.323318
79										
80										
81										
82										
83										
84										
85										
86	44	33	1	17	0	0	8.288462		40	1.943513
87										
88										
89										
91										
92										
93										
94										
95										
96										
97										
98										
99										
100										
103	51	26	1	18	0	0	3.5	3.5	40	2.10393
104										
105										
106										
107										
108	47	31	2	12	0	0	.6153846	.3333333	40	1.301053
109										
110										
111	43	34	1	5	0	0	8.923077	.4166667	40	1.601022
112										
114										
115										
117										
118	45	33	3	8	0	0	3.064103	1.916667	40	1.531023
119										
120										
121	48	29	2	12	0	0	10.33333	10.33333	37	2.245098
122										
123										
124										
125										
126	48	29	2	12	0	0	9.25	9.25	38	2.137434
127										
128	52	26	1	12	0	0	8.666667	8.666667	35	1.976947
129										
130										
131										
132	51	26	1	10	0	0	3.858974	3.166667	14	1.308635
133										
134										
135										
136										
137										
138										
139										
141										
142										
143	51	26	1	15	0	0	4.538462	3.5	32	2.356946
144										
145										
146										
147										
149										
150										
151										
152										
153	52	25	1	12	0	0	7.166667	6.416667	38	1.490956
156	51	26	2	11	0	0	3.698718	1.5	49	1.740172
158	46	31	2	12	0	0	9.955129	9.916667	45	1.921267
159	51	26	1	11	0	0	7	7	36	1.971128
160										
161	48	29	1	8	0	0	3.134615	1.5	37	1.509648
162	51	26	1	8	0	0	10.37179	10.33333	40	1.345676
163	48	29	1	12	0	0	1.666667	.3333333	20	1.027222
164	50	27	1	16	0	0	5.910256	3.333333	40	1.73946
165										
166										
167										
168										
169										
170										
171	45	32	1	14	0	0	8.5	8.5	42	2.573495
172	43	34	1	15	0	0	7.660256	5.916667	13	2.285683
173										
174	44	33	1	12	0	0	10.58333	10.58333	35	2.198155
175										
176	50	27	2	12	0	0	5	1.083333	40	1.615008
177										
178	46	32	2	10	0	0	.224359	0	12	1.475406
180										
181										
182										
183	45	33	1	12	0	0	6.98718	3	44	2.071026
184	46	31	1	12	0	0	3.634615	1.833333	34	1.79269
185										
186										
187										
188	46	31	1	12	0	0	3.096154	1.833333	38	1.780994
189	50	27	1	16	0	0	4.679487	4.666667	42	2.149536
190										
191										
192										
193										
194										
195	52	26	1	12	0	0	7.012821	2.083333	40	1.720369
196										
198										
199										
200										
201	49	28	1	12	0	0	6.615385	1.166667	23	1.875234
202										
203	46	31	1	11	0	1	8.666667	8.666667	40	1.799642
204										
205	49	29	1	16	0	0	8.615385	2.75	16	2.279985
206										
207										
208										
209										
210	50	27	2	11	0	0	6.910256	1.666667	40	2.053263
211	48	29	2	11	0	0	5.76282	5.75	40	1.913054
212	50	27	2	13	0	0	8.730769	8.5	78	1.289586
213	44	33	1	10	0	0	6.673077	4	40	1.943513
214	53	24	1	10	0	0	.9871795	.6666667	24	1.405658
215	51	26	1	16	0	0	6.141026	1.083333	40	2.158273
216										
217										
218	52	25	1	12	1	0	6.307692	.4166667	40	1.237874
219	53	25	1	13	0	0	7.051282	1.166667	35	1.280434
220	49	28	1	12	0	0	8.115385	7.5	40	1.692819
221										
222	50	27	1	16	0	0	6.083333	6.083333	40	2.24065
223	50	27	1	16	0	0	6.378205	.5	36	1.785688
224										
225										
226										
227	46	31	1	15	0	1	9	1.333333	50	1.586838
228										
229	47	30	1	16			3.192308	2.416667	35	1.231643
230										
231										
232	50	27	1	18	0	0	3.25641	.4166667	40	1.904772
233	52	25	1	16	1	0	3.5	3.5	38	1.609438
235										
236										
237	51	26	1	17	1	0	3.846154	2.833333	35	1.503577
238										
239										
242	48	29	1	12	0	0	7.089744	.9166667	5	1.598887
243										
244										
245										
246										
247										
250										
251	51	26	2	10	0	0	4.307693	1.5	43	2.237674
252	50	28	1	12	0	0	8.192307	3.916667	40	1.801949
253										
254	49	28	1	12	0	1	6.269231	.5833333	38	1.699692
255	42	35	2	14	0	0	14.33333	14.33333	40	2.373996
256										
257	49	28	2	16	0	0	2.538461	1.5	40	2.086747
258	48	29	2	14	0	0	9.871795	.9166667	38	2.21811
259										
260										
261										
262										
263										
264	52	25	1	13	1	0	5.673077	5.666667	32	1.531023
265										
266										
267										
268										
269	48	29	1	16	0	0	6.019231	3.5	40	2.24065
270										
271										
272										
273										
275										
276	53	24	1	12	0	0	5.75	5.75	40	1.475108
278	51	26	1	12	0	0	7.75	7.333333	40	2.086747
279	53	25	1	16	0	0	5.576923	.75	40	3.026004
280										
282	52	25	1	14	0	0	4.596154	.8333333	90	1.570486
283	49	28	1	9	0	0	4.230769	2.333333	45	1.537047
284										
285	49	28	1	13	0	0	5.00641	.5833333	9	1.943513
286										
287	46	31	1	12	0	0	2.25	.9166667	15	1.503577
288										
289	43	34	1	12	0	0	9.019231	2.083333	40	2.052913
290										
291										
292										
293										
294	53	24	1	12	0	0	7.416667	7.416667	25	1.51273
296	44	33	1	12	0	0	5.461538	1.083333	8	1.971128
297										
298	50	27	1	16	0	0	2.282051	.5833333	40	2.086747
299										
300										
301										
302	46	31	1	18	0	0	7.153846	2.666667	55	2.173036
303										
304										
305										
306	51	27	1	14	0	0	7.102564	3.083333	40	1.910989
307	53	25	1	12	1	0	6.5	6.5	40	2.27569
308										
309										
311										
312	52	25	1	15	0	0	5.711538	1.833333	40	2.086747
313										
314										
315	50	27	1	16	0	0	4.5	4.5	38	2.512229
316										
318										
319										
320										
321	47	30	1	12	0	0	9.506411	.9166667	40	1.349305
322										
324	44	34	1	12	0	0	4.903846	.1666667	16	1.720369
325	53	24	1	12	0	0	6.25	3	40	1.973071
326	43	34	1	12	0	0	5.416667	5.416667	23	1.217842
327										
329										
330	44	33	2	16	0	0	8.961538	2.916667	35	2.031524
331	51	27	2	15	0	0	3.666667	2	40	1.826978
332										
333	53	24	2	16	0	0	3.673077	1.166667	40	2.005548
334										
335										
