idcode	birth_yr69	age69	race69	grade69	not_smsa69	south69	ttl_exp69	tenure69	hours69	ln_wage69
1										
2										
3	45	23	2	12	0	0	1.5	.3333333	40	1.702528
4										
5	45	23	1	12	0	0	2	.8333333	40	1.787686
6	46	22	1	12	0	0	1.038462		40	1.479384
7	49	19	1	12	0	0	2	1.666667	40	1.490434
9										
10	51	17	1	10	0	0	.4166667	.4166667	40	1.361601
12										
13										
14										
15										
16										
17										
18										
19										
20										
21										
22	47	21	1	15	0	0	.4230769	.4166667	40	1.949388
23										
24	46	22	1	14	0	0	1.583333	.6666667	40	1.949388
25	46	23	1	14	0	0	1.5	1.5	40	1.99021
26	44	24	1	14	0	0	1.5	1.5	40	2.132866
27	46	23	1	14	0	0	1.416667	1.333333	40	1.99021
29	48	20	1	13	0	1	.6730769	.6666667	30	1.931875
30										
33										
35										
36										
37	48	20	1	12	0	0	2.108974	.8333333	40	1.297063
38	44	24	1	12	0	0	2.423077	2.416667	40	1.754488
39										
40										
41	47	21	1	12	0	0	.9166666	.8333333	40	1.403949
43										
44										
45										
46										
47										
48										
49	47	21	1	12	0	0	1.307692	.5833333	33	1.737466
50										
51										
53										
54										
55	44	25	1	12	0	0	1.903846	1	40	1.609438
56										
57										
58										
59										
60										
61										
62	50	18	1	10	0	0	1.038462	.8333333	40	1.506783
63	44	24	1	15	0	0	1.961538		40	2.124158
64	50	18	1	12	0	0	1.942308	1.916667	14	1.737466
65	45	23	1	15	0	0	1.538462	1.333333	24	2.144361
66	48	20	1	13	0	0	1.192308	.9166667	39	1.398416
67										
68	43	25	1	16	1	0	2.416667	2.333333	35	2.115373
69	49	19	1	12	1	0	1.153846	.5833333	38	1.439719
70										
71										
72										
73										
75	49	19	2	11	1	0	.2884615	.1666667	40	1.355332
76										
77										
78	47	21	1	12	0	0	.1346154	.0833333	35	2.121238
79										
80										
81										
82										
83										
84										
85										
86	44	24	1	17	0	0	1.884615		45	1.949388
87										
88	46	22	1	12	0	0	1.923077	.25	38	1.858582
89										
91	41	27	1	13	0	0	1.788461	1.5	45	2.23707
92										
93										
94										
95										
96	51	17	2	11	0	0	.4166667	.4166667	40	1.479384
97										
98	47	21	2	11	0	0	1.923077	.9166667	37	1.64772
99	50	18	2	12	0	0	.1153846		37	1.584745
100	45	23	1	16	0	0	2	1.416667	40	2.097569
103										
104										
105										
106										
107	44	24	2	8	0	0	1.160256	.5	40	1.517537
108										
109										
110										
111										
112	52	16	2	11	0	0	.1153846	0	38	1.403949
114										
115	51	17	2	12	0	0	1.102564	.5	38	1.392373
117										
118										
119										
120										
121	48	20	2	12	0	0	1.826923	1.166667	40	1.584745
122										
123	47	22	3	6	0	0	5.032051	.25	40	1.361601
124										
125	50	18	2	11	0	0	.1666667	.1666667	38	1.157089
126	48	20	2	12	0	0	.9935898	.3333333	40	1.702528
127										
128										
129	44	24	1	12	0	0	2	.9166667	35	2.164164
130	45	23	1	12	0	0	2	.9166667	38	1.090448
131	47	21	1	12	0	0	2.666667	2.583333	38	1.670922
132										
133	45	23	1	12	0	0	1.846154	.8333333	40	1.835504
134										
135	48	21	2	8	0	0	.5769231	.5	35	1.361601
136										
137										
138										
139										
141										
142										
143										
144	44	24	1	10	0	0	1.576923	.5	45	1.522869
145										
146										
147	47	21	1	12	0	0	.8269231	.25	37	1.528175
149										
150										
151										
152										
153										
156										
158	46	22	2	12	0	0	1.980769	.9166667	35	1.652404
159										
160	48	20	1	12	0	0	1.461538	.6666667	40	1.342674
161	48	20	1	8	0	0	1.769231	.25	40	1.702528
