idcode	birth_yr73	age73	race73	grade73	not_smsa73	south73	ttl_exp73	tenure73	hours73	ln_wage73
1	51	21	2	12	0	0	2.314102	.0833333	40	1.780273
2	51	21	2	12	0	0	1.461538	.3333333	40	1.549883
3	45	27	2	12	0	0	5.384615	3.333333	40	1.597267
4	45	27	1	17	0	0	4.576923	3.75	40	2.280939
5	45	27	1	12	0	0	6.038462	1.666667	40	1.990412
6	46	26	1	12	0	0	3.384615	2.333333	40	1.809742
7	49	23	1	12	0	0	5.096154	4.833333	40	1.454573
9	51	21	1	12	0	0	3.583333	3.583333	40	1.799792
10										
12										
13	47	25	1	14	0	0	3.865385	.1666667	20	1.86433
14										
15										
16	48	24	1	15	0	0	3.307692	2.833333	38	2.087474
17	48	24	1	15	0	0	3.416667	3.416667	24	2.647089
18										
19	48	24	1	15	0	0	3.403846	2.916667	40	1.798163
20	48	24	1	15	0	0	3.442308	1.416667	40	2.099896
21	48	24	1	15	0	0	2.769231	2.75	38	2.194083
22	47	25	1	15	0	0	3.435897	1.416667	40	2.320567
23										
24	46	26	1	14	0	0	4.50641	1.833333	16	2.038808
25										
26										
27										
29										
30	50	22	1	8	0	0	4.205128	1.166667	40	1.06153
33										
35										
36	51	21	1	12	0	0	5.647436	1.166667	40	1.61747
37										
38										
39										
40										
41	47	25	1	12	0	0	4.301282	3.25	38	2.014189
43										
44										
45	52	20	1	12	0	0	2.384615	1.916667	38	1.826109
46										
47										
48										
49										
50										
51	50	22	1	12	0	0	3.326923	.5	8	.4329216
53	53	19	1	12	0	0	2.057692	1.083333	38	1.507655
54										
55	44	29	1	12	0	0	5.980769	5.083333	40	1.65669
56										
57										
58										
59	48	24	1	12	0	0	1.865385	.3333333	15	1.321042
60										
61	52	20	1	12	0	0	5.519231	2.416667	38	1.316365
62										
63	44	28	1	15	0	0	4	2.083333	24	2.109499
64										
65	45	27	1	15	0	0	3.923077	.8333333	24	2.267709
66										
67	47	25	1	15	1	0	3.942308	2.5	32	2.306858
68										
69	49	23	1	12	0	0	5.211538	.6666667	38	1.615841
70										
71	53	19	1	12	1	0	.5192308	.1666667	14	1.454573
72	52	20	1	12	0	0	4.192308	.0833333	28	1.429255
73	51	21	1	14	1	0	2.653846	1.333333	45	1.394327
75	49	23	2	11	1	0	4	2.833333	40	1.572356
76										
77										
78	47	25	1	12	0	0	3.076923	1.083333	18	2.265503
79										
80										
81										
82	47	25	1	12	0	0	5.519231	4.666667	35	2.189578
83	52	20	1	12	0	0	2.474359	2.416667	35	1.503181
84										
85										
86	44	29	1	17	0	0	5.346154	1.416667	40	2.269795
87										
88										
89										
91										
92										
93										
94	45	27	2	10	0	0	1.730769	.5833333	40	1.321042
95	50	22	2	11	0	0	3.75	.6666667	33	1.452595
96										
97										
98	47	25	2	11	0	0	5.519231	2.5	35	1.933739
99	50	22	2	12	0	0	3.333333	3.333333	35	1.882906
100										
103										
104	47	25	1	17	0	0	3.788461	3.416667	50	2.143381
105										
106										
107	44	28	2	8	0	0	2.948718	.3333333	40	1.072743
108										
109										
110										
111	43	29	1	5	0	0	7.134615	1.5	35	1.637272
112	52	20	2	11	0	0	2.615385	.8333333	40	1.503363
114										
115	51	21	2	12	0	0	2.448718	.9166667	38	1.727221
117										
118										
119	52	20	2	12	0	0	.6730769	.6666667	10	1.231429
120										
121	48	24	2	12	0	0	5.826923	5.166667	32	2.191833
122										
123										
124										
125										
126	48	24	2	12	0	0	4.974359	4.25	38	2.159794
127										
128	52	21	1	12	0	0	3.75	3.75	35	1.832581
129	44	28	1	12	0	0	3.769231	.5833333	16	1.697519
130										
131										
132	51	21	1	10	0	0	2.724359	1.416667	38	1.494172
133	45	27	1	12	0	0	4	.6666667	10	1.677717
134										
135										
136										
137										
138										
139	44	28	2	9	0	0	2.596154	1.25	40	1.321042
141										
142	45	27	1	18	0	0	4.75	1.25	38	2.300442
143										
144	44	28	1	10	0	1	5.038462	.6666667	40	1.815738
145	51	21	1	11	0	0	3.666667	3.666667	35	2.012211
146	51	21	1	14	0	0	2.807692	.5	38	1.668163
147	47	25	1	12	0	0	4.788462	4.333333	36	2.030903
149	50	22	1	12	0	0	5.057693	3.666667	38	1.809742
150										
151	46	26	1	17	0	0	3.423077	2.166667	38	2.606726
152										
153	52	20	1	12	0	0	4.128205	1.5	38	1.551329
156										
158	46	26	2	12	0	0	6.153846	5.083333	40	2.178227
159	51	21	1	11	0	0	3.692308	1.833333	37	1.633343
160										
161										
162	51	21	1	8	0	0	5.320513	5.25	40	1.260795
163										
164										
165										
166										
167										
168										
169										
170										
171	45	27	1	14	0	0	6.153846	4.166667	35	2.404107
172	43	29	1	15	0	0	4.602564	.9166667	10	2.306609
173										
174	44	28	1	12	0	0	5.769231	5.416667	38	1.930819
175										
176	50	22	2	12	0	0	1.903846	.75	40	1.454573
177										
178										
180										
181										
182	46	27	1	16	0	0	4.634615	3.416667	45	2.00558
183	45	27	1	12	0	0	3.967949	1	28	1.743504
184										
185	50	22	1	15	0	0	5.429488	2.75	35	2.157465
186	48	24	1	11	0	0	5.365385	4.416667	40	1.454573
187	50	22	1	11	0	0	2.576923	1.166667	48	1.332405
188										
189										
190										
191										
192										
193	50	22	2	12	0	0	2.852564	1.5	40	1.899259
194										
195	52	21	1	12	0	0	4.935898	3.333333	40	1.51211
196	47	25	1	12	0	0	5.775641	2.333333	40	1.58907
198	48	25	1	12	0	0	4.923077	4.416667	40	1.955348
199	47	26	1	12	0	0	5.788462	1.083333	40	1.387364
200										
201										
202										
203	46	26	1	11	0	1	3.846154	3.583333	38	1.772762
204										
205										
206										
207										
208										
209	52	20	2	12	0	0	2.557692	.0833333	40	1.360262
210	50	22	2	11	0	0	3.961539	2.916667	40	1.741456
211	48	24	2	11	0	0	.8076923	.75	40	1.72363
212	50	22	2	13	0	0	5.769231	3.666667	40	1.72363
213	44	28	1	10	0	0	3.692308	1.083333	40	1.776181
214										
215										
216	48	24	1	15	0	0	4.339744	1.166667	20	1.51211
217	50	22	1	15	0	0	3.724359	.4166667	40	1.327118
218	52	20	1	12	0	0	4.653846	1.166667	40	1.349212
219										
220	49	23	1	12	0	0	5.160256	3.25	40	1.809742
221	47	25	1	16	0	0	5.141026	2.75	40	2.462531
222										
223	50	22	1	16	0	0	3.320513	.4166667	40	1.799792
224										
225										
226										
227	46	26	1	15	0	1	5.942307	1.5	40	1.594335
228	46	26	1	16	0	1	3.596154	.9166667	40	1.675739
229										
230										
231										
232										
233										
235	50	22	1	16	0	0	.7307692	.1666667	33	1.321042
236										
237										
238	45	27	1	14	0	0	6.48718	6.416667	38	2.159794
239										
242	48	24	1	12	0	0	6.166667	6.083333	38	2.155132
243										
244										
245										
246	48	25	1	13	0	0	5.826923	4.333333	40	1.976338
247										
250										
251	51	21	2	10	0	0	3.269231	.8333333	40	1.49388
252	50	23	1	12	0	0	5.288462	5.25	40	1.51211
253	46	27	1	12	0	0	3.852564	.5	20	1.572356
254	49	23	1	12	0	0	3.711538	.3333333	38	1.58907
255										
256										
257										
258										
259										
260										
261										
262										
263										
264	52	20	1	13	0	0	1.769231	.1666667	35	1.376611
265										
266										
267										
268										
269	48	24	1	16	0	0	3.153846	1.416667	40	1.919055
270										
271										
272	47	26	1	12	0	0	5.480769	2.666667	40	1.61747
273	46	26	1	12	0	0	6.057693	5	40	1.799792
275	49	23	1	10	0	0	4.826923	.5	40	1.493794
276	53	19	1	12	0	0	.6730769	.6666667	30	1.316365
278	51	21	1	12	0	0	4.692307	2.333333	40	1.90715
279										
280	49	23	2	12	0	0	4.173077	3.916667	38	1.809742
282	52	20	1	14	0	1	1.846154	.6666667	24	1.262201
283	49	23	1	9	0	0	2.153846	1.416667	40	1.292054
284										
285	49	23	1	13	0	0	4.564103	.5	40	1.572356
286	53	20	1	12	0	0	1.5	1.5	35	1.720026
287										
288										
289										
290										
291										
292										
293										
294	53	19	1	12	0	0	3.147436	2.416667	36	1.51211
296	44	28	1	12	0	0	3.326923	.6666667	20	1.910139
297	45	27	1	16	0	0	5.416667	5.416667	45	2.049252
298	50	22	1	16	0	1	.9358975	.25	40	1.842212
299										
300										
301										
302										
303										
304	43	29	1	17	0	0	4.730769	2.333333	63	2.057014
305										
306	51	22	1	14	0	0	4.160256	2.25	40	1.791045
307	53	20	1	12	0	0	1.596154	1.5	33	1.529731
308										
309	46	26	1	12	0	0	3.153846	1.083333	38	1.508113
311										
312										
313	45	28	1	12	0	0	3.923077	2.916667	32	1.387364
314	47	26	1	12	0	0	2.967949	1.416667	40	1.953942
315	50	22	1	16	1	0	1.365385	.0833333	10	1.40328
316	51	21	1	12	0	0	1.198718	.5	30	1.132962
318	48	24	1	12	0	0	5.942307	5.833333	38	2.138642
319	42	30	1	12	0	0	5.903846	4.916667	38	2.119456
320										
321	47	25	1	12	0	0	5.903846	5.75	40	1.799792
322										
324	44	29	1	12	0	0	4.576923	2.583333	38	2.138642
325	53	19	1	12	0	0	3.211539	.1666667	35	1.812247
326	43	29	1	12	0	0	1.275641	.4166667	16	1.48508
327										
329										
330										
331										
332										
333										
334										
335	50	22	1	12	0	0	5.160256	1.25	38	1.648969
336										
337	51	21	1	12	0	0	13.61539	13.58333	38	1.968127
338										
339	52	20	1	13	0	0	2.532051	.0833333	38	1.686996
340	42	30	1	13	0	0	2.884615	.25	24	.9845695
341	47	25	2	14	0	0	5	4.75	40	1.995906
342										
344	52	20	1	12	0	0	3.403846	1.916667	40	1.538427
345										
346										
347	51	21	1	14	0	0	4.583333	1.666667	38	1.782984
348										
349										
350	48	24	2	14	0	0	3	2.5	32	2.022935
351										
352										
353	52	21	1	10	0	0	3.865385	3.833333	10	3.266129
354										
355	46	26	1	12	0	0	5.455128	4.333333	20	1.901144
356	44	28	1	16	0	0	5.01923	1.75	20	2.254329
358	43	30	1	12	0	0	11.33974	2.083333	10	1.576648
359										
360										
361										
362	49	24	1	12	0	0	2.884615	.25	35	1.705332
363										
366	48	25	1	12	0	0	4.884615	.6666667	30	1.274249
367										
368	46	27	1	15	1	0	5.826923	2.833333	40	2.166746
369	51	21	1	12	0	0	4.551282	2.083333	35	2.012211
370	44	28	1	10	0	0	4.423077	4.333333	18	1.046605
371										
372										
376	46	26	1	12	0	0	3.634615	2.083333	40	1.730798
377	50	23	1	16	0	1	2.75641	1.916667	15	1.743504
379	45	28	1	13	0	0	8.48718	4.833333	40	1.668163
380	52	21	1	12	0	0	4.192307	.75	38	1.629398
381	50	22	1	12	0	0	4	3.333333	40	1.61747
382	45	27	1	12	0	0	9.269231	3.166667	36	2.189342
383										
384	47	25	1	13	0	0	5.5	5.5	40	1.953942
385										
386	48	24	1	16	0	0	3.634615	2.666667	37	2.445148
387										
388	47	25	1	14	0	0	5.576923	5.083333	40	1.668163
389										
390	46	26	1	16	0	0	4.634615	3.416667	35	2.278093
391										
392										
393										
394										
395										
396										
397	51	21	1	13	0	0	2.903846	.25	35	1.812247
398										
399	50	22	1	16	0	1	3.519231	.6666667	40	1.762436
400										
401	46	26	2	17	0	0	3.096154	.4166667	40	2.087474
402	52	20	1	12	0	0	1.801282	.3333333	40	1.02379
403										
404										
406	52	21	1	12	0	0	.8205129	.1666667	40	1.457301
407										
408										
409	51	21	1	14	0	0	2.871795	.25	11	1.376611
410										
411	53	19	1	12	0	0	1.115385	.4166667	10	.761426
412										
413										
414										
415										
416	51	21	1	9	0	0	1.615385	.3333333	20	1.316365
417	53	19	1	12	0	0	3.724359	.1666667	16	1.479265
418										
419	52	21	1	12	1	0	4.173077	1.666667	38	1.61747
420										
421										
422										
423	46	27	1	12	1	1	2.185897	.0833333	40	1.899259
424										
425										
426										
427	51	22	1	12	0	0	9.282051	3.5	38	1.597267
428	52	20	1	12	0	0	5.730769	2.5	40	1.076237
429										
430	50	22	1	15	0	0	3.916667	2.416667	16	2.310617
431										
432										
433										
434										
435	47	25	1	12	0	0	6.076923	5	40	2.009512
436	50	22	1	12	0	0	5.480769	2.916667	40	1.76589
437										
438										
439										
440	51	21	1	11	1	0	2.557692	.9166667	20	1.808744
441										
442										
443	51	21	1	13	0	0	3.26282	1.083333	45	1.488974
444	49	23	1	16	0	0	3.096154	.8333333	35	2.033992
445										
446										
447										
448										
449										
450	49	23	1	14	1	0	5.326923	.25	40	2.404121
451										
452	48	24	1	12	1	0	3.480769	.5833333	40	1.189759
453	44	28	1	10	1	0	5.980769	4.083333	44	1.918307
454	53	19	1	12	1	0	3.858974	1.5	40	1.730798
455	49	24	1	13	0	0	1.730769	.1666667	40	1.394327
456	52	20	1	12	0	0	2.846154	.75	48	1.607294
457	49	23	1	14	0	0	4.326923	.25	30	1.454573
458										
459	49	23	1	8	0	0	6.634615	3.666667	40	1.848582
460										
461	48	24	1	12	0	0	5.429487	5.416667	37	1.183605
462										
463										
464	52	20	2	8	1	0	.3076923	.25	40	1.231429
465	52	20	1	12	1	1	2.365385	1.583333	39	1.529731
466										
467										
469	53	19	1	11	1	0	.6730769	.0833333	35	1.212501
470										
471										
472	50	22	1	12	1	0	1.967949	0	40	1.454573
474										
475										
476										
477	46	27	1	12	1	0	3.25641	1.5	20	1.503363
478	49	23	1	12	1	0	4.147436	.9166667	38	1.572356
479										
480										
481	51	21	1	12	1	0	3.166667	2.583333	38	1.822857
482										
483										
484	48	24	1	13	0	1	1.192308	.4166667	6	.7011794
485										
486										
487	52	20	2	12	1	0	6.307692	.1666667	10	1.454573
488										
489	47	26	1	12	1	0	7.435898	4	40	1.908828
490	50	22	1	12	0	0	3.371795	2.75	38	1.61747
491										
492	49	23	1	12	0	0	3.884615	1.166667	42	1.752001
493	50	22	1	12	0	0	4.737179	1.083333	38	1.747242
494										
495										
496	48	24	1	12	0	0	5.692307	3	40	2.178227
497										
498										
499										
500	51	21	1	12	0	0	2.134615	.1666667	60	.918429
501										
502										
504	44	28	1	16	0	0	4.096154	4	10	2.310617
505	52	21	1	14	1	0	3.365385	3.333333	35	1.990412
506	52	20	1	13	1	0	2.653846	.0833333	40	1.429255
507										
508										
509										
510										
511	53	19	1	12	0	0	3.384615	1.833333	36	1.522232
512	53	19	1	12	0	0	4.185898		10	1.106645
513										
515										
516	52	20	1	12	0	0	4.596154	.1666667	40	.9845695
517										
518	45	27	1	12	1	0	2.923077	1.583333	28	1.752001
519										
520	43	29	1	10	0	1	4.903846	2.75	40	1.940081
521	49	23	1	7	0	0	2.673077	.1666667	18	1.376611
522										
523	48	24	1	12	0	0	3.326923	.25	40	1.376611
524	49	23	1	12	0	0	12.86538	.75	40	1.621462
526										
527										
528										
529	51	21	1	16	0	0	1.365385	.6666667	20	1.262201
531	47	25	1	16	0	0	2.916667	2.916667	18	2.997746
532										
533										
534	46	26	1	12	0	0	4.269231	0	40	1.791045
536	49	23	1	12	0	0	4.916667	4.916667	40	2.03618
537	45	27	1	16	0	1	3.423077	.1666667	33	1.581205
538										
539										
540										
541										
542										
543										
544										
545										
546										
547	46	26	1	12	0	0	5.333333	.0833333	8	1.262201
548	49	23	1	12	0	0	4.384615	.4166667	40	1.636895
549										
550										
551										
553										
554										
555	52	21	1	12	0	0	3.288461	2.75	35	2.182122
557										
558										
560	50	22	2	12	0	0	4.134615	2.833333	35	1.998642
561										
562										
563										
564										
565	48	24	1	12	0	0	6.096154	2.833333	40	1.71278
566										
567	49	23	1	11	0	0	3.230769	.1666667	35	1.812247
568										
570										
571										
572										
573										
574	50	22	1	12	0	0	3.192308	1.25	35	1.892828
575	52	20	1	11	0	0	.5	.3333333	40	1.525354
576										
577	52	20	2	9	0	0	1.217949	.0833333	26	1.563427
579										
580										
582										
584										
585	45	28	1	12	0	0	2.711538	2.333333	35	2.04143
586										
587										
588										
589	52	20	1	10	0	0	3.480769	1.25	35	2.033992
590										
591	48	24	1	12	0	0	5.846154		40	2.087474
593										
594										
595	48	25	1	12	0	0	3.923077	1.083333	25	2.238046
596	49	23	1	12	0	0	5.653846	5.5	40	2.022935
597	43	29	1	12	0	0	5.192307	3.5	38	1.813037
598										
599	45	27	2	11	0	0	5.115385	1	35	1.993986
600										
601	46	26	1	7	0	0	5.134615	5.083333	40	1.776181
602	43	29	2	12	0	0	5.192307	5.166667	40	1.842212
604										
606	45	27	1	16	0	0	5.25	3.416667	50	2.006805
608										
609										
612										
