idcode	birth_yr83	age83	race83	grade83	not_smsa83	south83	ttl_exp83	tenure83	hours83	ln_wage83
1	51	31	2	12	0	0	5.294872	.6666667	49	2.420261
2	51	31	2	12	0	0	8.583333	8.583333	38	1.863417
3	45	37	2	12	0	0	12.61539	8.333333	40	1.614229
4	45	37	1	17	0	0	8.384615	3.416667	43	1.515855
5										
6	46	36	1	12	0	0	12.41667	12.41667	40	1.919913
7										
9	51	31	1	12	0	0	13.58333	13.5	40	2.34858
10										
12										
13	47	35	1	14	0	0	9.365384	2	2	2.667868
14										
15	48	34	1	16	0	0	10.96154	3	24	2.485547
16	48	34	1	15	0	0	11.09615	8.416667	40	2.171384
17										
18										
19	48	34	1	15	0	0	8.826923	.1666667	43	2.139105
20	48	34	1	15	0	0	10.66667	.75	14	2.068818
21										
22										
23	46	36	1	15	1	0	9.961539	2.583333	10	1.873795
24	46	36	1	14	0	0	11.12179	0	24	2.119687
25	46	36	1	14	0	0	12.57692	0	24	2.311193
26	44	38	1	14	1	0	10.44231	3.166667	21	1.15374
27										
29										
30	50	32	1	8	0	0	5.878205	1.5	40	1.382926
33										
35										
36										
37										
38										
39	43	39	1	16	0	0	3.397436	2.5	40	2.343061
40										
41										
43	53	30	1	17	0	0	7.019231	5.333333	35	1.559205
44	47	36	1	18	0	0	10.83974	3.5	35	2.95308
45	52	30	1	12	0	0	11.97436	11.91667	37	2.335653
46										
47										
48										
49	47	36	1	12	0	0	5.403846	2.5	6	1.569256
50	52	31	1	16	0	0	5.038462	2.083333	40	1.812986
51										
53	53	29	1	12	0	0	4.352564		16	1.212581
54										
55										
56										
57	45	37	1	12	0	0	9.538462	1.833333	40	1.459441
58	44	38	1	13	0	0	10.58333	10.58333	24	2.049209
59	48	34	1	12	0	0	3.076923	2.333333	20	1.569256
60										
61										
62	50	32	1	10	1	0	3.038462	.75	38	1.321756
63										
64										
65										
66	48	34	1	13	0	0	7.115385	4.333333	20	1.406737
67										
68										
69										
70										
71	53	29	1	12	0	0	5.076923	4.5	33	1.251802
72										
73	51	31	1	14	1	0	10.44231	8.916667	40	1.875269
75	49	33	2	11	1	0	10.11538	9.333333	40	2.251292
76										
77										
78	47	35	1	12	0	0	10.88462	3.75	35	2.461254
79										
80										
81	47	35	1	10	0	0	3.096154	1.083333	35	1.232143
82										
83	52	30	1	12	0	0	11.23718	7	35	2.108086
84										
85										
86	44	38	1	17	0	0	12.76923	2.916667	30	2.335374
87										
88										
89										
91										
92										
93										
94										
95										
96										
97										
98										
99										
100										
103										
104										
105										
106	49	33	2	12	0	1	12	12	40	2.345824
107	44	38	2	8	0	0	5.737179	.9166667	39	1.333534
108	47	35	2	12	0	0	1.576923	.25	38	1.189458
109	46	36	1	12	0	0	3.371795	3.333333	38	1.445958
110										
111	43	39	1	5	0	0	13.03846	2.666667	40	1.609438
112										
114	50	33	2	12	0	0	4.230769	3.5	30	1.912846
115										
117										
118	45	38	3	8	0	0	7.314103	6.833333	30	1.664566
119										
120										
121	48	34	2	12	0	0	15.16667	15.16667	38	2.171384
122										
123										
124										
125										
126	48	34	2	12	0	0	14.26923	14.25	38	2.180108
127										
128	52	31	1	12	0	0	13.66667	13.66667	40	2.055379
129	44	38	1	12	0	0	8.923077	4.666667	38	1.866393
130										
131	47	35	1	12	0	0	7.032051	2.833333	35	1.608476
132	51	31	1	10	0	0	5.205128	.5	20	1.168778
133										
134										
135	48	35	2	8	0	0	3.634615	.5	23	1.348073
136	48	34	2	13	0	0	9.673077	.3333333	40	1.346113
137										
138	53	29	2	12	0	0	7.153847	6.916667	38	1.803537
139										
141	45	37	1	14	0	0	7.467949	.5833333	38	1.791759
142	45	37	1	18	0	0	10.25	2.916667	38	2.363447
143	51	31	1	15	1	0	5.807693	.0833333	16	2.168092
144	44	38	1	10	0	1	11.67308	.5833333	40	1.346113
145										
146										
147										
149										
150										
151										
152	51	32	1	18	0	0	9	9	48	1.953027
153	52	30	1	12	0	0	11.57051	11.33333	38	1.915679
156										
158										
159	51	31	1	11	0	0	11.91667	11.83333	38	2.11158
160										
161										
162	51	31	1	8	0	0	15.37179	15.33333	40	.9714191
163										
164										
165										
166										
167	50	32	1	13	1	1	12.36538	2.166667	30	1.450472
168	47	35	1	17	0	0	7.147436	2.083333	40	1.201087
169	52	30	1	16	0	0	9.378205	9.333333	40	1.7924
170										
171	45	37	1	14	0	0	13.32692	4.75	39	2.702592
172	43	39	1	15	0	0	12.42949	1.166667	22	1.77138
173										
174	44	38	1	12	0	0	15.41667	15.41667	35	2.475092
175										
176	50	32	2	12	0	0	9.423077	6	40	1.828539
177										
178	46	36	2	10	0	0	1.128205	.6666667	16	1.321756
180										
181										
182										
183	45	37	1	12	0	0	11.77564	7.833333	50	1.939439
184	46	36	1	12	0	0	8.384616	6.666667	40	2.055379
185										
186	48	34	1	11	0	0	6.423077	1.083333	30	1.382926
187										
188	46	36	1	12	0	0	7.846154	2.916667	40	2.262403
189										
190	52	30	1	16	0	0	7.346154	.5833333	40	2.402165
191										
192										
193										
194										
195	52	31	1	12	0	0	10.22436	1.833333	40	1.498834
196	47	35	1	12	0	0	14.58333	14.58333	38	1.378095
198										
199										
200										
201	49	33	1	12	0	0	11.11539	6	32	1.912846
202										
203	46	36	1	11	0	1	13.62179	13.58333	40	1.981366
204										
205	49	33	1	16	0	0	11.82692	2		2.397895
206										
207	50	32	2	18	0	0	8.596154	.5833333	25	2.692886
208										
209	52	30	2	12	0	1	6.153846	2.166667	35	1.845371
210	50	32	2	11	0	0	11.02564	6.5	40	2.174664
211	48	34	2	11	0	0	10.66667	10.66667	40	1.812986
212	50	32	2	13	0	0	13.58333	13.58333	40	2.272353
213	44	38	1	10	0	0	11.46154	9	40	1.812986
214										
215	51	31	1	16	0	0	10.50641	1.916667	40	1.7924
216										
217										
218	52	30	1	12	1	0	7.75	2.916667	24	.6312713
219	53	29	1	13	0	0	11.41667	3.416667	40	1.761528
220	49	33	1	12	0	0	12.34615	1.416667	35	1.71249
221										
222	50	32	1	16	0	0	8.301282	.9166667	40	2.162582
223	50	32	1	16	0	0	10.6859	3.333333	60	1.857438
224										
225										
226										
227	46	36	1	15	0	1	13.46154	4.666667	40	1.627525
228										
229	47	35	1	16	0	0	6.134615	3.416667	40	1.481517
230	52	30	1	17	0	0	8.166667	1.666667	40	2.16037
231	45	37	1	16	0	0	5.128205	4.416667	31	2.190907
232	50	32	1	18	0	0	7.467948	2.666667	24	2.95555
233	52	30	1	16	1	0	8.480769	8.416667	38	1.928328
235										
236	52	31	1	18	0	0	4.826923	3.666667	35	3.272912
237	51	31	1	17	0	0	7.538462	0	20	1.168778
238										
239										
242	48	34	1	12	0	0	11.22436	2.333333	20	1.307891
243	52	30	1	18	0	0	12.1859	3.083333	38	2.323498
244										
245										
246										
247										
250	44	38	1	18	1	0	4.333333	4.333333	55	1.700284
251										
252	50	33	1	12	0	0	12.94231	8.916667	40	1.73477
253										
254										
255	42	40	2	14	0	0	19.33333	19.33333	40	2.541548
256										
257										
258	48	34	2	14	0	0	12.85256	6	38	2.524768
259										
260	50	32	1	12	0	0	5.525641	5.5	40	1.579206
261										
262	43	39	1	14	0	0	9.884615	1.75	32	1.50525
263										
264										
265										
266										
267	42	40	1	12	0	0	4.365385	2.333333	35	1.479331
268										
269										
270										
271										
272										
273										
275	49	33	1	10	0	0	5.961538	.0833333	40	1.20896
276	53	29	1	12	0	0	10.75	10.75	40	1.625636
278										
279	53	30	1	16	0	0	10.32692	1.75	36	2.040508
280										
282										
283	49	33	1	9	0	0	8.769231	.5833333	18	1.252763
284										
285										
286										
287	46	36	1	12	0	0	2.442308	.0833333	5	1.168778
288										
289	43	39	1	12	0	0	13.76923	2.666667	40	1.974721
290	51	31	1	18	0	1	5.307693	2	50	1.752671
291	45	37	1	12	1	0	2.326923	0	12	1.252763
292										
293	43	39	1	12	0	0	4.416667	4.416667	10	1.346113
294	53	29	1	12	0	0	10.1859	1.5	24	1.346113
296	44	38	1	12	0	0	9.826923	6	20	2.076073
297										
298										
299										
300										
301	50	32	1	18	0	0	9.519231	1.083333	35	2.330996
302										
303										
304										
305										
306	51	32	1	14	0	0	11.87179	8	40	1.94082
307										
308										
309										
311	47	35	1	14	0	1	12.17308	2.833333	48	1.935287
312										
313										
314	47	36	1	12	0	0	10.01923	2.75	35	1.406737
315	50	32	1	16	0	0	9.5	9.5	45	2.720461
316										
318										
319										
320										
321	47	35	1	12	0	0	14.3141	1.083333	38	2.16919
322										
324										
325	53	29	1	12	0	0	11.05769	1	40	1.83162
326										
327	50	32	1	9	0	0	2.429487		38	1.168778
329										
330	44	38	2	16	0	0	12.5	8	35	2.276306
331										
332	52	30	2	9	0	0	6.115385	.4166667	40	1.704748
333	53	29	2	16	0	0	8.480769	6.166667	35	2.289045
334										
335	50	32	1	12	0	0	7.660256	4	40	.9894373
336	44	38	1	12	0	0	7.057693	3.5	20	1.441422
337										
338	47	35	1	14	0	0	3.653846	.8333333	18	1.664566
339										
340	42	40	1	13	0	1	7.134615	.25	40	1.927892
341	47	35	2	14	0	0	12.25641	.8333333	40	2.049209
342										
344										
345	42	40	1	12	0	0	5.083333	2.916667	28	1.83162
346	43	39	1	10	0	0	7.826923	7.583333	35	1.375671
347	51	31	1	14	0	0	11.75	11.75	38	2.090428
348										
349										
350	48	34	2	14	0	1	11.38461	3	40	1.71249
351	53	29	2	16	0	0	4.083333	.0833333	16	1.410987
352	53	29	1	13	0	0	9.057693	8.833333	20	1.673616
353										
354	51	31	1	12	1	0	2.416667	2.416667	35	.2776315
355	46	36	1	12	0	0	9.641026	3.416667	40	2.162582
356	44	38	1	16	0	0	7.076923	4.416667	40	1.618046
