idcode	birth_yr72	age72	race72	grade72	not_smsa72	south72	ttl_exp72	tenure72	hours72	ln_wage72
1	51	20	2	12	0	0	2.25641	.9166667	40	1.589977
2	51	20	2	12	0	0	1.134615	1	40	1.206198
3	45	26	2	12	0	0	4.442307	2.416667	40	1.607294
4	45	26	1	17	0	0	4.211538	3.416667	35	2.413923
5	45	26	1	12	0	0	5.038462	.6666667	40	1.979301
6	46	25	1	12	0	0	2.442308	1.416667	43	1.607294
7	49	23	1	12	0	0	5.019231	4.75	40	1.454573
9	51	20	1	12	0	0	2.653846	2.5	40	1.747242
10	51	20	1	10	0	0	3.25	3.25	40	1.301507
12										
13										
14										
15										
16	48	23	1	15	0	0	2.346154	1.666667	38	2.011328
17	48	23	1	15	0	0	2.333333	2.333333	40	2.083182
18										
19	48	23	1	15	0	0	2.423077	2.416667	40	1.773027
20	48	23	1	15	0	0	2.403846	.3333333	40	2.117261
21	48	23	1	15	0	0	1.75	1.75	38	2.208345
22	47	24	1	15	0	0	2.416667	.4166667	40	2.321673
23										
24	46	25	1	14	0	0	3.50641	.75	16	2.099055
25										
26										
27										
29	48	23	1	13	0	0	3.365385	2	38	1.673709
30	50	21	1	8	0	0	3.74359	.5833333	42	1.57679
33										
35										
36	51	20	1	12	0	0	4.608974	1.166667	27	1.301507
37										
38	44	27	1	12	0	0	5.5	3.083333	13	1.598673
39										
40										
41	47	24	1	12	0	0	3.685898	2.833333	42	1.896048
43										
44										
45	52	19	1	12	0	0	1.365385	.9166667	38	1.645193
46										
47										
48										
49										
50										
51	50	21	1	12	0	0	3.192308	.4166667	2	1.598673
53	53	18	1	12	0	0	1.115385	.6666667	40	1.454573
54										
55	44	28	1	12	0	0	4.923077	4	40	1.677717
56										
57										
58										
59										
60										
61	52	19	1	12	0	0	4.5	1.416667	34	1.321042
62										
63	44	27	1	15	0	0	3.461538	1.5	24	2.132606
64	50	21	1	12	0	0	4.711538	1.25	24	1.493794
65										
66										
67	47	24	1	15	1	0	3.115385	1.833333	32	2.265503
68	43	28	1	16	0	0	2.75	2.416667	40	1.976338
69	49	22	1	12	0	0	4.211538	.25	38	1.624316
70										
71										
72	52	20	1	12	0	0	3.403846	1	16	1.137204
73	51	20	1	14	1	0	1.673077	.3333333	45	1.292054
75	49	22	2	11	1	0	3	3	40	1.556854
76										
77										
78	47	24	1	12	0	0	2.480769	.5833333	15	2.265503
79										
80										
81										
82	47	24	1	12	0	0	4.461538	3.666667	35	2.14772
83	52	19	1	12	0	0	1.416667	1.416667	35	1.1191
84										
85										
86	44	27	1	17	0	0	4.288462	1.083333	48	.8399531
87										
88										
89										
91										
92										
93										
94	45	26	2	10	0	0	1.269231	1.083333	40	1.49388
95										
96										
97										
98	47	24	2	11	0	0	4.384615	1.333333	30	1.892828
99	50	21	2	12	0	0	2.333333	2.333333	35	1.849988
100										
103										
104										
105										
106										
107										
108										
109										
110										
111	43	28	1	5	0	0	6.173077	.4166667	35	1.454573
112	52	19	2	11	0	0	1.788462	.75	35	1.454573
114										
115										
117										
118										
119										
120	53	18	3	9	0	0	1.134615	.75	40	.9845695
121	48	23	2	12	0	0	4.846154	4.25	40	1.869988
122										
123										
124										
125										
126	48	23	2	12	0	0	3.99359	3.333333	38	1.943153
127	49	22	1	14	0	0	.6923077	.6666667	40	1.791045
128	52	20	1	12	0	0	2.666667	2.666667	34	1.815738
129	44	27	1	12	0	0	3.423077	.25	14	1.677717
130										
131										
132	51	20	1	10	0	0	1.685897	.3333333	35	1.594335
133	45	26	1	12	0	0	3.807692	.5	8	1.677717
134										
135										
136										
137										
138										
139	44	27	2	9	0	0	1.538462	.8333333	40	1.365742
141										
142										
143										
144	44	27	1	10	0	0	4.576923	.3333333	40	1.572356
145	51	20	1	11	0	0	2.666667	2.666667	35	1.812247
146										
147	47	24	1	12	0	0	3.807692	3.333333	37	2.002694
149										
150										
151	46	25	1	17	0	0	2.865385	1.666667	37	2.505394
152										
153	52	19	1	12	0	0	3.012821	.3333333	38	1.508113
156										
158	46	25	2	12	0	0	5.019231	3.916667	40	1.993986
159	51	20	1	11	0	0	2.711539	.8333333	36	1.620087
160	48	23	1	12	0	0	4.461538	3.583333	40	1.869988
161										
162	51	20	1	8	0	0	4.320513	4.25	40	1.166891
163										
164										
165										
166										
167										
168										
169										
170										
171	45	26	1	14	0	0	5.096154	3.083333	35	2.201261
172										
173										
174	44	27	1	12	0	0	4.788462	4.416667	32	2.039578
175										
176										
177										
178										
180										
181										
182										
183	45	27	1	12	0	0	3.044872	.5833333	38	1.773027
184										
185										
186	48	23	1	11	0	0	4.615385	4	40	1.454573
187	50	21	1	11	0	0	1.711539	.8333333	48	1.231429
188										
189										
190										
191										
192										
193	50	22	2	12	0	0	2.102564	.75	35	1.952313
194										
195	52	20	1	12	0	0	4.012821	2.416667	40	1.413751
196	47	24	1	12	0	0	5.00641	1.333333	40	1.607294
198										
199	47	24	1	12	0	0	5.038462	.25	40	1.392697
200										
201										
202										
203	46	25	1	11	0	1	2.846154	2.583333	37	1.7246
204										
205										
206										
207										
208										
209	52	19	2	12	0	0	2.115385	.75	40	.8007324
210	50	21	2	11	0	0	2.826923	1.75	40	1.572356
211										
212	50	21	2	13	0	0	4.711538	2.583333	40	1.773027
213	44	27	1	10	0	0	2.730769	.25	15	1.376611
214										
215										
216	48	23	1	15	0	0	3.320513	.1666667	20	1.415918
217										
218	52	19	1	12	0	0	4.423077	1	40	1.429255
219										
220	49	22	1	12	0	0	4.198718	2.25	40	1.805229
221	47	24	1	16	0	1	4.794872	2.416667	40	2.340405
222										
223										
224										
225										
226										
227	46	25	1	15	0	1	4.961538	1	40	1.545327
228	46	25	1	16	0	0	2.730769	1.5	40	1.716937
229										
230										
231										
232										
233										
235										
236										
237										
238	45	26	1	14	0	0	5.544872	5.5	38	2.174848
239										
242	48	23	1	12	0	0	5.166667	5.166667	38	2.135141
243										
244										
245										
246	48	24	1	13	0	0	4.942307		40	1.979301
247										
250										
251										
252	50	22	1	12	0	0	4.307693	4.25	35	1.454573
253	46	26	1	12	0	0	3.852564	.4166667	8	.761426
254										
255										
256										
257										
258										
259										
260										
261										
262										
263										
264										
265										
266	43	28	1	12	0	0	7.461538	.3333333	25	1.454573
267										
268										
269	48	23	1	16	0	0	2.134615	.3333333	40	1.943153
270										
271										
272	47	25	1	12	0	0	4.596154	1.75	40	1.661587
273	46	25	1	12	0	0	5.096154	4	40	1.902459
275	49	22	1	10	0	0	4.442307	.8333333	24	1.331361
276										
278	51	20	1	12	0	0	3.692308	1.333333	40	1.849988
279										
280	49	22	2	12	0	0	3.153846	2.833333	38	1.689645
282										
283	49	22	1	9	0	0	1.384615	.6666667	40	1.231429
284										
285	49	22	1	13	0	0	4.564103	.5	8	1.270736
286	53	19	1	12	0	0	.5	.5	35	1.758374
287										
288										
289										
290										
291										
292										
293										
294	53	18	1	12	0	0	2.147436	1.416667	36	1.454573
296										
297	45	26	1	16	0	0	4.455128	4.416667	45	2.130065
298										
299										
300										
301										
302										
303										
304	43	28	1	17	0	0	3.923077	1.333333	55	2.327956
305										
306	51	21	1	14	0	0	3.160256	1.583333	40	1.780273
307	53	18	1	12	0	0	.5961539	.5	25	1.231429
308										
309	46	25	1	12	0	0	2.346154	.25	38	1.371191
311										
312										
313	45	27	1	12	0	0	3.346154	2.333333	40	1.166891
314	47	25	1	12	0	0	1.929487	.3333333	40	1.231429
315										
316	51	20	1	12	0	0	.7371795	.5	40	1.360348
318	48	23	1	12	0	0	4.884615	4.75	38	2.135141
319	42	29	1	12	0	0	5.019231	4	38	2.106898
320										
321	47	24	1	12	0	0	4.769231	4.666667	37	1.805229
322										
324	44	28	1	12	0	0	3.807692	1.583333	38	2.135141
325	53	18	1	12	0	0	2.5	.75	10	1.360348
326										
327										
329										
330										
331										
332										
333										
334										
335	50	21	1	12	0	0	4.141026	1.166667	38	1.677717
336										
337	51	20	1	12	0	0	12.51923	12.5	38	1.927697
338										
339										
340	42	29	1	13	0	0	1.961539	1.166667	24	.8006467
341	47	24	2	14	0	0	3.980769	3.666667	40	2.056153
342	48	24	1	12	0	0	3	.5833333	20	1.454573
344	52	19	1	12	0	0	2.461539	1	40	1.697519
345										
346										
347	51	20	1	14	0	0	3.583333	.6666667	38	1.787467
348										
349										
350	48	23	2	14	0	0	2	1.5	40	1.860038
351										
352										
353										
354										
355	46	25	1	12	0	0	4.49359	3.333333	24	1.899259
356	44	27	1	16	0	0	4.692307	1.416667	25	2.291821
358	43	29	1	12	0	0	10.41667	1.083333	10	1.594335
359										
360										
361										
362										
363	46	25	1	12	0	0	.0833333	.0833333	30	1.594335
366										
367										
368	46	26	1	15	1	0	4.826923	1.833333	40	2.119835
369	51	20	1	12	0	0	3.49359	1	35	1.993986
370										
371										
372	43	28	1	12	0	0	4.961538	4	44	2.348618
376	46	25	1	12	0	0	2.634615	1.083333	40	1.876567
377										
379	45	27	1	13	0	0	7.391026	3.75	40	1.628526
380										
381	50	21	1	12	0	0	2.884615	2.25	40	1.572356
382	45	26	1	12	0	0	8.634616	2.5	38	2.135141
383										
384	47	24	1	13	0	0	4.5	4.5	40	1.918307
385	49	22	1	12	0	0	2.653846	.4166667	35	.2899066
386	48	23	1	16	0	0	2.596154	1.666667	38	2.300442
387										
388	47	24	1	14	0	0	4.596154	4.083333	40	1.773027
389										
390	46	25	1	16	0	0	3.673077	2.416667	35	2.267723
391										
392	44	27	1	8	0	0	1.461538	.8333333	40	1.231429
393										
394	50	22	1	16	0	0	1.557692	1.083333	35	1.758374
395										
396										
397	51	20	1	13	0	0	1.980769	.5833333	40	1.611663
398										
399										
400										
401										
402										
403										
404										
406										
407										
408										
409	51	20	1	14	0	0	1.833333	1.583333	35	1.677717
410										
411										
412										
413	46	25	1	14	0	0	5.666667	5.666667	40	1.843231
414										
415										
416										
417	53	18	1	12	0	0	3.108974	.1666667	50	.8007324
418										
419	52	20	1	12	1	0	3.173077	.6666667	37	1.649317
420										
421										
422										
423										
424										
425										
426										
427	51	21	1	12	0	0	8.26282	2.5	38	1.602993
428										
429										
430	50	21	1	15	0	0	3.320513	1.333333	40	2.172413
431										
432	51	21	1	12	0	0	3.775641	1.166667	24	1.636895
433										
434										
435	47	24	1	12	0	0	5.115385	4	40	1.902459
436	50	21	1	12	0	0	4.461538	1.916667	40	1.773027
437										
438										
439										
440										
441										
442										
443	51	20	1	13	0	0	2.26282	.6666667	6	1.575459
444										
445										
446										
447										
448										
449										
450										
451	47	24	1	10	0	0	1.083333	1.083333	30	1.360348
452										
453	44	27	1	10	1	0	4.884615	4	40	2.014189
454	53	18	1	12	1	0	2.858974	.5	40	1.669684
455										
456	52	19	1	12	0	0	2.346154		48	1.607294
457										
458										
